Designer,FilePageURL
Ettore Sottsass,https://commons.wikimedia.org/wiki/File:Paolo_Monti_-_Servizio_fotografico_(Torino%2C_1961)_-_BEIC_6360349.jpg
Ettore Sottsass,https://commons.wikimedia.org/wiki/File:Room_76%2C_Design_1900_-_Now%2C_V&A_-_2024-01-05.jpg
Ettore Sottsass,https://commons.wikimedia.org/wiki/File:Room_76%2C_modern_design_exhibts%2C_V&A_London.jpg
Jonathan Ive,https://commons.wikimedia.org/wiki/File:Jonathan_Ive_(OTRS).jpg
Jonathan Ive,https://commons.wikimedia.org/wiki/File:HK_HKCEC_Wan_Chai_蘇富比_Sotheby's_Preview_拍賣_預展_Tony_and_Marc's_Red_Auction_sign_Oct-2013.JPG
Jonathan Ive,https://commons.wikimedia.org/wiki/File:Ive_Lasseter_cropped.jpg
Jonathan Ive,https://commons.wikimedia.org/wiki/File:Ive_Lasseter.jpg
Jonathan Ive,https://commons.wikimedia.org/wiki/File:Johnny-ive.jpg
Jonathan Ive,https://commons.wikimedia.org/wiki/File:Jonathan_Ive_(OTRS)_(cropped).jpg
Jonathan Ive,https://commons.wikimedia.org/wiki/File:Jonathan_Ive_2006.jpeg
Jonathan Ive,https://commons.wikimedia.org/wiki/File:Jonathan_Ive_2009.jpg
Jonathan Ive,https://commons.wikimedia.org/wiki/File:Jonathan_Ive_at_Apple%2C_2011.jpg
Marianne Brandt,https://commons.wikimedia.org/wiki/File:Marianne_Brandt_(contralto).jpg
Marianne Brandt,https://commons.wikimedia.org/wiki/File:Friedhof_Hadersdorf-Weidlingau_Bischof-Brandt.jpg
Marianne Brandt,https://commons.wikimedia.org/wiki/File:BischofMarie.jpg
Marianne Brandt,https://commons.wikimedia.org/wiki/File:Brandt_an_Voss.pdf
Marianne Brandt,https://commons.wikimedia.org/wiki/File:Erinnerungen_an_Pauline_Viardot.pdf
Marianne Brandt,https://commons.wikimedia.org/wiki/File:Marianne_Brandt_AEhrlichSängerinnen1895.jpg
Marianne Brandt,https://commons.wikimedia.org/wiki/File:Marianne_Brandt_as_Adriano_in_Rienzi%2C_photo_by_Falk%2C_1886_(Newberry_Library%2C_Westervelt_Coll).jpg
Marianne Brandt,https://commons.wikimedia.org/wiki/File:Marianne_Brandt%2C_photo_by_Falk%2C_c1886_(Newberry_Library%2C_Westervelt_Coll).jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Charle_e_ray_eames_per_herman_miller_inc.%2C_unità_esu_420-c%2C_1949-50.jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Eames_elephant.jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Eames_Molded_Plywood_Coffee_Table_(1947-1953)_Designed_by_Charles_and_Ray_Eames_and_manufactured_in_the_United_States_by_Herman_Miller%2C_Inc._(Object_ID_89.177.6)_-_Fully_Furnished_-_Historic_Furniture_Exhibit_-_Henry_Ford_Museum.jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Eames.jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:EamesCards.JPG
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Modern_furniture_and_a_leg_splint.jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Moulded_plywood_chair%2C_stools%2C_and_table%2C_Charles_and_Ray_Eames_exhibit%2C_MAAT%2C_Lisbon%2C_Portugal_julesvernex2.jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Ulmer_Volkshochschule_Club_Orange_mit_den_Stühlen_Dining_Armchair_von_Charles_und_Ray_Eames_1.jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Ulmer_Volkshochschule_EinsteinHaus_2_OG_mit_den_Stühlen_Dining_Armchair_von_Charles_und_Ray_Eames_links.jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Ulmer_Volkshochschule_EinsteinHaus_2_OG_mit_den_Stühlen_Dining_Armchair_von_Charles_und_Ray_Eames.jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Vitra_Schaudepot_Untergeschoss_mit_Fenster_zum_Büro_von_Charles_Eames%2C_Tafel.jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Vitra_Schaudepot_Untergeschoss_mit_Fenster_zum_Büro_von_Charles_Eames.jpg
Charles and Ray Eames,https://commons.wikimedia.org/wiki/File:Vitra_Schaudepot_Untergeschoss_mit_Fenster_zum_Nachlass_von_Charles_und_Ray_Eames.jpg
