Designer,Work,Type,Status,SourceURL,LocalPath,Notes
Marc Newson,newson_lockheed_lounge,Target,Success,https://upload.wikimedia.org/wikipedia/commons/5/5d/Lockheed_Lounge.jpg,images/newson/newson_lockheed_lounge.jpg,Match: File:Lockheed Lounge.jpg
Marc Newson,newson_louis_vuitton_luggage,Target,NotFound,,images/newson/newson_louis_vuitton_luggage.jpg,No match in category
Marc Newson,newson_pentax_k01,Target,NotFound,,images/newson/newson_pentax_k01.jpg,No match in category
Marc Newson,newson_portrait,Target,NotFound,,images/newson/newson_portrait.jpg,No match in category
Marc Newson,newson_qantas_a380_interiors,Target,NotFound,,images/newson/newson_qantas_a380_interiors.jpg,No match in category
Gio Ponti,1954 Cini Boeri Gio Ponti.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/5/59/1954_Cini_Boeri_Gio_Ponti.jpg,D:\history of id course\images\_extras\ponti\1954_Cini_Boeri_Gio_Ponti.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488917546).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/3/38/James_Dyson_%288488917546%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488917546_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,20160717 170420 Domus Fausta.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/e3/20160717_170420_Domus_Fausta.jpg,D:\history of id course\images\_extras\ponti\20160717_170420_Domus_Fausta.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488918056).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/a9/James_Dyson_%288488918056%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488918056_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,20160718 201100 Domus Julia.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/b9/20160718_201100_Domus_Julia.jpg,D:\history of id course\images\_extras\ponti\20160718_201100_Domus_Julia.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488919568).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/ec/James_Dyson_%288488919568%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488919568_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,AlRashidHotelBaghdad.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/c/c3/AlRashidHotelBaghdad.jpg,D:\history of id course\images\_extras\ponti\AlRashidHotelBaghdad.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488921190).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/5/5e/James_Dyson_%288488921190%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488921190_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Centro direzionale Montecatini - Milano.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/5/50/Centro_direzionale_Montecatini_-_Milano.jpg,D:\history of id course\images\_extras\ponti\Centro_direzionale_Montecatini_-_Milano.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488921566).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/db/James_Dyson_%288488921566%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488921566_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,FUGA, Gio Ponti Ausstellung, 2021 Budapest.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/b4/FUGA%2C_Gio_Ponti_Ausstellung%2C_2021_Budapest.jpg,D:\history of id course\images\_extras\ponti\FUGA__Gio_Ponti_Ausstellung__2021_Budapest.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson (8488921842).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/aa/James_Dyson_%288488921842%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson__8488921842_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,FUGA, Lucien und Rodolf Hervé Saal, 2021 Budapest.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/ea/FUGA%2C_Lucien_und_Rodolf_Herv%C3%A9_Saal%2C_2021_Budapest.jpg,D:\history of id course\images\_extras\ponti\FUGA__Lucien_und_Rodolf_Herv__Saal__2021_Budapest.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson 1.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/2/20/James_Dyson_1.jpg,D:\history of id course\images\_extras\dyson\James_Dyson_1.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Gebouw van De Bijenkorf in Eindhoven.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/77/Gebouw_van_De_Bijenkorf_in_Eindhoven.jpg,D:\history of id course\images\_extras\ponti\Gebouw_van_De_Bijenkorf_in_Eindhoven.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson 4.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/af/James_Dyson_4.jpg,D:\history of id course\images\_extras\dyson\James_Dyson_4.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Gio Ponti 1950s.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/5/53/Gio_Ponti_1950s.jpg,D:\history of id course\images\_extras\ponti\Gio_Ponti_1950s.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson in February 2013.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/e/ec/James_Dyson_in_February_2013.jpg,D:\history of id course\images\_extras\dyson\James_Dyson_in_February_2013.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson media launch (8487826871).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/0/02/James_Dyson_media_launch_%288487826871%29.jpg,D:\history of id course\images\_extras\dyson\James_Dyson_media_launch__8487826871_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,James Dyson.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/2/26/James_Dyson.jpg,D:\history of id course\images\_extras\dyson\James_Dyson.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Gio Ponti 1950s2.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/d1/Gio_Ponti_1950s2.jpg,D:\history of id course\images\_extras\ponti\Gio_Ponti_1950s2.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
James Dyson,Sir James Dyson CBE FREng FRS.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/6/67/Sir_James_Dyson_CBE_FREng_FRS.jpg,D:\history of id course\images\_extras\dyson\Sir_James_Dyson_CBE_FREng_FRS.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Gio Ponti 1950s3.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gio_Ponti_1950s3.jpg,D:\history of id course\images\_extras\ponti\Gio_Ponti_1950s3.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,L'Adorazione dei Magi, Gio Ponti.JPG,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/6/6e/L%27Adorazione_dei_Magi%2C_Gio_Ponti.JPG,D:\history of id course\images\_extras\ponti\L_Adorazione_dei_Magi__Gio_Ponti.JPG,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Milano - edificio via Domenichino 1.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/9/9b/Milano_-_edificio_via_Domenichino_1.jpg,D:\history of id course\images\_extras\ponti\Milano_-_edificio_via_Domenichino_1.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Milano - edificio via Giosuè Carducci 1-3 - facciata.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/5/5e/Milano_-_edificio_via_Giosu%C3%A8_Carducci_1-3_-_facciata.jpg,D:\history of id course\images\_extras\ponti\Milano_-_edificio_via_Giosu__Carducci_1-3_-_facciata.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Milano - palazzo Fiat.JPG,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/d/da/Milano_-_palazzo_Fiat.JPG,D:\history of id course\images\_extras\ponti\Milano_-_palazzo_Fiat.JPG,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Monumento Borletti (1930-1931) Gio Ponti.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/0/0d/Monumento_Borletti_%281930-1931%29_Gio_Ponti.jpg,D:\history of id course\images\_extras\ponti\Monumento_Borletti__1930-1931__Gio_Ponti.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Paolo Monti - Servizio fotografico (Milano, 1962) - BEIC 6356367.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/b5/Paolo_Monti_-_Servizio_fotografico_%28Milano%2C_1962%29_-_BEIC_6356367.jpg,D:\history of id course\images\_extras\ponti\Paolo_Monti_-_Servizio_fotografico__Milano__1962__-_BEIC_6356367.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Santa sofia 32.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/2/2f/Santa_sofia_32.jpg,D:\history of id course\images\_extras\ponti\Santa_sofia_32.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Gio Ponti,Tre case di via de Togni, Milano.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/8/85/Tre_case_di_via_de_Togni%2C_Milano.jpg,D:\history of id course\images\_extras\ponti\Tre_case_di_via_de_Togni__Milano.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,gropius_bauhaus,Target,Failed,https://upload.wikimedia.org/wikipedia/commons/f/fe/Der_Architekt_Walter_Gropius%2C_Begr%C3%BCnder_des_Staatlichen_Bauhauses_Weimar%2C_um_1919.jpg,images/gropius/gropius_bauhaus.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,gropius_bauhaus_archive,Target,Failed,https://upload.wikimedia.org/wikipedia/commons/f/fe/Der_Architekt_Walter_Gropius%2C_Begr%C3%BCnder_des_Staatlichen_Bauhauses_Weimar%2C_um_1919.jpg,images/gropius/gropius_bauhaus_archive.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,gropius_bauhaus_manifesto,Target,Failed,https://upload.wikimedia.org/wikipedia/commons/f/fe/Der_Architekt_Walter_Gropius%2C_Begr%C3%BCnder_des_Staatlichen_Bauhauses_Weimar%2C_um_1919.jpg,images/gropius/gropius_bauhaus_manifesto.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,gropius_chicago_tribune_tower_entry,Target,Failed,https://upload.wikimedia.org/wikipedia/commons/f/f9/Tribune_Tower_competition_entry._Rendering_LCCN2017645479.jpg,images/gropius/gropius_chicago_tribune_tower_entry.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,gropius_fagus,Target,NotFound,,images/gropius/gropius_fagus.jpg,No match in category
Walter Gropius,gropius_fagus_factory,Target,NotFound,,images/gropius/gropius_fagus_factory.jpg,No match in category
Walter Gropius,gropius_gropius_house,Target,Failed,https://upload.wikimedia.org/wikipedia/commons/0/0c/De-Walter_Gropius.ogg,images/gropius/gropius_gropius_house.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,gropius_harvard_graduate_center,Target,NotFound,,images/gropius/gropius_harvard_graduate_center.jpg,No match in category
Walter Gropius,gropius_metlife_building,Target,NotFound,,images/gropius/gropius_metlife_building.jpg,No match in category
Walter Gropius,gropius_pan_am_building,Target,NotFound,,images/gropius/gropius_pan_am_building.jpg,No match in category
Walter Gropius,gropius_portrait,Target,Failed,https://upload.wikimedia.org/wikipedia/commons/6/61/1955_01-Oct_HansGConrad_Portrait-WalterGropius_HfGUlm-Opening.jpg,images/gropius/gropius_portrait.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,gropius_total_theater,Target,NotFound,,images/gropius/gropius_total_theater.jpg,No match in category
Walter Gropius,walter_gropius_fagus_factory,Target,NotFound,,images/gropius/walter_gropius_fagus_factory.webp,No match in category
Marc Newson,FT Business of Luxury Gala Reception.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/a/aa/FT_Business_of_Luxury_Gala_Reception.jpg,D:\history of id course\images\_extras\newson\FT_Business_of_Luxury_Gala_Reception.jpg,Extra Image
Walter Gropius,walter_gropius_portrait,Target,Failed,https://upload.wikimedia.org/wikipedia/commons/0/0c/De-Walter_Gropius.ogg,images/gropius/walter_gropius_portrait.webp,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,De-Walter Gropius.ogg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/0/0c/De-Walter_Gropius.ogg,D:\history of id course\images\_extras\gropius\De-Walter_Gropius.ogg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,1955 01-Oct HansGConrad Portrait-WalterGropius HfGUlm-Opening.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/6/61/1955_01-Oct_HansGConrad_Portrait-WalterGropius_HfGUlm-Opening.jpg,D:\history of id course\images\_extras\gropius\1955_01-Oct_HansGConrad_Portrait-WalterGropius_HfGUlm-Opening.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Alma 1918 gropius manon.png,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/4/4b/Alma_1918_gropius_manon.png,D:\history of id course\images\_extras\gropius\Alma_1918_gropius_manon.png,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Anonymous photograph of Bauhaus masters on the roof of the studio building, Bauhaus Dessau.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/0/03/Anonymous_photograph_of_Bauhaus_masters_on_the_roof_of_the_studio_building%2C_Bauhaus_Dessau.jpg,D:\history of id course\images\_extras\gropius\Anonymous_photograph_of_Bauhaus_masters_on_the_roof_of_the_studio_building__Bauhaus_Dessau.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Ascona- Dokumentationsfotos im Museum, Xanti Schawinsky, Walter Gropius - LABW - Staatsarchiv Freiburg W 134 Nr. 123466.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/3/30/Ascona-_Dokumentationsfotos_im_Museum%2C_Xanti_Schawinsky%2C_Walter_Gropius_-_LABW_-_Staatsarchiv_Freiburg_W_134_Nr._123466.jpg,D:\history of id course\images\_extras\gropius\Ascona-_Dokumentationsfotos_im_Museum__Xanti_Schawinsky__Walter_Gropius_-_LABW_-_Staatsarchiv_Freiburg_W_134_Nr._123466.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,BAUHAUS schema didattico.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/5/52/BAUHAUS_schema_didattico.jpg,D:\history of id course\images\_extras\gropius\BAUHAUS_schema_didattico.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Bauhaus-program.svg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/1/13/Bauhaus-program.svg,D:\history of id course\images\_extras\gropius\Bauhaus-program.svg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Bauhausbücher Anzeige 1925.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/2/2a/Bauhausb%C3%BCcher_Anzeige_1925.jpg,D:\history of id course\images\_extras\gropius\Bauhausb_cher_Anzeige_1925.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Der Architekt Walter Gropius, Begründer des Staatlichen Bauhauses Weimar, um 1919.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/f/fe/Der_Architekt_Walter_Gropius%2C_Begr%C3%BCnder_des_Staatlichen_Bauhauses_Weimar%2C_um_1919.jpg,D:\history of id course\images\_extras\gropius\Der_Architekt_Walter_Gropius__Begr_nder_des_Staatlichen_Bauhauses_Weimar__um_1919.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,F51 render cropped.png,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/a7/F51_render_cropped.png,D:\history of id course\images\_extras\gropius\F51_render_cropped.png,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,F51 render.png,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/7a/F51_render.png,D:\history of id course\images\_extras\gropius\F51_render.png,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Gedenktafel Goebelstr 18 (CharN) Walter Gropius.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/70/Gedenktafel_Goebelstr_18_%28CharN%29_Walter_Gropius.jpg,D:\history of id course\images\_extras\gropius\Gedenktafel_Goebelstr_18__CharN__Walter_Gropius.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Marc Newson,Marc Newson (cropped).jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/1/1a/Marc_Newson_%28cropped%29.jpg,D:\history of id course\images\_extras\newson\Marc_Newson__cropped_.jpg,Extra Image
Walter Gropius,Gedenktafel Johannisthaler Chaussee (Grops) Walter Gropius.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/4/4e/Gedenktafel_Johannisthaler_Chaussee_%28Grops%29_Walter_Gropius.jpg,D:\history of id course\images\_extras\gropius\Gedenktafel_Johannisthaler_Chaussee__Grops__Walter_Gropius.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Gedenktafel Jungfernheideweg 8 (Sieme) Siedlung Siemensstadt.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/3/36/Gedenktafel_Jungfernheideweg_8_%28Sieme%29_Siedlung_Siemensstadt.jpg,D:\history of id course\images\_extras\gropius\Gedenktafel_Jungfernheideweg_8__Sieme__Siedlung_Siemensstadt.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Gedenktafel Lipschitzplatz (Grops) Die Gestalter der Gropiusstadt.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/6/69/Gedenktafel_Lipschitzplatz_%28Grops%29_Die_Gestalter_der_Gropiusstadt.jpg,D:\history of id course\images\_extras\gropius\Gedenktafel_Lipschitzplatz__Grops__Die_Gestalter_der_Gropiusstadt.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Gedenktafel Markt 19 (Weimar) Walter Gropius.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/c/ca/Gedenktafel_Markt_19_%28Weimar%29_Walter_Gropius.jpg,D:\history of id course\images\_extras\gropius\Gedenktafel_Markt_19__Weimar__Walter_Gropius.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Grabmahl Erwin und Friedrich Bienert 2019.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/9/9b/Grabmahl_Erwin_und_Friedrich_Bienert_2019.jpg,D:\history of id course\images\_extras\gropius\Grabmahl_Erwin_und_Friedrich_Bienert_2019.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Gropius and Seidler by Dupain 1954 (cropped).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/1/17/Gropius_and_Seidler_by_Dupain_1954_%28cropped%29.jpg,D:\history of id course\images\_extras\gropius\Gropius_and_Seidler_by_Dupain_1954__cropped_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Marc Newson,Marc Newson.jpg,Extra,Success,https://upload.wikimedia.org/wikipedia/commons/e/e0/Marc_Newson.jpg,D:\history of id course\images\_extras\newson\Marc_Newson.jpg,Extra Image
Walter Gropius,Gropius and Seidler by Dupain 1954.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/7d/Gropius_and_Seidler_by_Dupain_1954.jpg,D:\history of id course\images\_extras\gropius\Gropius_and_Seidler_by_Dupain_1954.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Gropius soldat.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/73/Gropius_soldat.jpg,D:\history of id course\images\_extras\gropius\Gropius_soldat.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,LA2-Blitz-0143.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/77/LA2-Blitz-0143.jpg,D:\history of id course\images\_extras\gropius\LA2-Blitz-0143.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Le pavillon du Brésil (Biennale d'architecture 2014, Venise) (15588865100).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/3/3e/Le_pavillon_du_Br%C3%A9sil_%28Biennale_d%27architecture_2014%2C_Venise%29_%2815588865100%29.jpg,D:\history of id course\images\_extras\gropius\Le_pavillon_du_Br_sil__Biennale_d_architecture_2014__Venise___15588865100_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Leipzig - Grassimuseum - Rehgarten 05 ies.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/9/9c/Leipzig_-_Grassimuseum_-_Rehgarten_05_ies.jpg,D:\history of id course\images\_extras\gropius\Leipzig_-_Grassimuseum_-_Rehgarten_05_ies.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Maneta de porta, Walter Gropius, 1923, Col·lecció Alfaro Hofmann.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/bb/Maneta_de_porta%2C_Walter_Gropius%2C_1923%2C_Col%C2%B7lecci%C3%B3_Alfaro_Hofmann.jpg,D:\history of id course\images\_extras\gropius\Maneta_de_porta__Walter_Gropius__1923__Col_lecci__Alfaro_Hofmann.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Manon+Gropius+Alma 1918 (round-frame-194x194).png,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/5/5e/Manon%2BGropius%2BAlma_1918_%28round-frame-194x194%29.png,D:\history of id course\images\_extras\gropius\Manon_Gropius_Alma_1918__round-frame-194x194_.png,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Shopfront Walter Gropius (14135480947).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/4/4c/Shopfront_Walter_Gropius_%2814135480947%29.jpg,D:\history of id course\images\_extras\gropius\Shopfront_Walter_Gropius__14135480947_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Tribune Tower competition entry. Rendering LCCN2017645479.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/f/f9/Tribune_Tower_competition_entry._Rendering_LCCN2017645479.jpg,D:\history of id course\images\_extras\gropius\Tribune_Tower_competition_entry._Rendering_LCCN2017645479.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Tribune Tower competition entry. Rendering LCCN2017645479.tif,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/8/89/Tribune_Tower_competition_entry._Rendering_LCCN2017645479.tif,D:\history of id course\images\_extras\gropius\Tribune_Tower_competition_entry._Rendering_LCCN2017645479.tif,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Unterschrift Walter Gropius Architekt (1883–1969).png,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/1/13/Unterschrift_Walter_Gropius_Architekt_%281883%E2%80%931969%29.png,D:\history of id course\images\_extras\gropius\Unterschrift_Walter_Gropius_Architekt__1883_1969_.png,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Walter Gropius by Hugo Erfurth, 1928.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/aa/Walter_Gropius_by_Hugo_Erfurth%2C_1928.jpg,D:\history of id course\images\_extras\gropius\Walter_Gropius_by_Hugo_Erfurth__1928.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Walter Gropius Foto 1920.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/70/Walter_Gropius_Foto_1920.jpg,D:\history of id course\images\_extras\gropius\Walter_Gropius_Foto_1920.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,WalterGropius-1919.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/b/b5/WalterGropius-1919.jpg,D:\history of id course\images\_extras\gropius\WalterGropius-1919.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
Walter Gropius,Сброшюрованная книга.jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/74/%D0%A1%D0%B1%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F_%D0%BA%D0%BD%D0%B8%D0%B3%D0%B0.jpg,D:\history of id course\images\_extras\gropius\____________________.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
bill,bill_endless_ribbon,Target,NotFound,,images/bill/bill_endless_ribbon.jpg,No match in category
bill,bill_junghans_wall_clock,Target,NotFound,,images/bill/bill_junghans_wall_clock.jpg,No match in category
bill,bill_kitchen_clock,Target,NotFound,,images/bill/bill_kitchen_clock.jpg,No match in category
bill,bill_pavilion_sculpture,Target,NotFound,,images/bill/bill_pavilion_sculpture.jpg,No match in category
bill,bill_stackable_chair,Target,NotFound,,images/bill/bill_stackable_chair.jpg,No match in category
bill,bill_stool,Target,NotFound,,images/bill/bill_stool.jpg,No match in category
bill,bill_sun_lamp,Target,NotFound,,images/bill/bill_sun_lamp.jpg,No match in category
bill,bill_triangular_structure,Target,NotFound,,images/bill/bill_triangular_structure.jpg,No match in category
bill,bill_typography,Target,NotFound,,images/bill/bill_typography.jpg,No match in category
bill,bill_ulm_school,Target,NotFound,,images/bill/bill_ulm_school.jpg,No match in category
bill,bill_ulm_stool,Target,NotFound,,images/bill/bill_ulm_stool.jpg,No match in category
bill,max_bill,Target,NotFound,,images/bill/max_bill.jpg,No match in category
bill,max_bill_ulm_stool,Target,NotFound,,images/bill/max_bill_ulm_stool.webp,No match in category
bill,ulm_stool,Target,NotFound,,images/bill/ulm_stool.jpg,No match in category
bill,Min and Bill (SAYRE 14922).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/7/7c/Min_and_Bill_%28SAYRE_14922%29.jpg,D:\history of id course\images\_extras\bill\Min_and_Bill__SAYRE_14922_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
bill,Min and Bill (SAYRE 15616).jpg,Extra,Failed,https://upload.wikimedia.org/wikipedia/commons/a/a3/Min_and_Bill_%28SAYRE_15616%29.jpg,D:\history of id course\images\_extras\bill\Min_and_Bill__SAYRE_15616_.jpg,Please honor our robot policy https://w.wiki/4wJS. (135ee38)
morris,morris_textile,Target,NotFound,,images/morris/morris_textile.jpg,No match in category
morris,morris_wallpaper,Target,NotFound,,images/morris/morris_wallpaper.jpg,No match in category
